Volatility 3 Framework 2.27.0

PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	File output
9788	740	LockApp.exe	0xb78d05d6d080	14	-	1	False	2020-11-11 08:13:52.000000 UTC	N/A	Disabled
9836	828	svchost.exe	0xb78d05dd7240	0	-	0	False	2020-11-11 08:13:52.000000 UTC	2020-11-11 08:21:19.000000 UTC	Disabled
9964	740	RuntimeBroker.	0xb78d05ef8080	11	-	1	False	2020-11-11 08:13:53.000000 UTC	N/A	Disabled
10800	828	svchost.exe	0xb78d0933d200	3	-	0	False	2020-11-11 08:13:57.000000 UTC	N/A	Disabled
11108	740	RuntimeBroker.	0xb78d059e1080	1	-	1	False	2020-11-11 08:14:01.000000 UTC	N/A	Disabled
7128	7464	SecurityHealth	0xb78d05a1d080	1	-	1	False	2020-11-11 08:14:02.000000 UTC	N/A	Disabled
8728	828	SecurityHealth	0xb78d05a1a080	6	-	0	False	2020-11-11 08:14:02.000000 UTC	N/A	Disabled
9648	7464	OneDrive.exe	0xb78d056ed2c0	28	-	1	True	2020-11-11 08:14:02.000000 UTC	N/A	Disabled
6188	9648	OneDrive.exe	0xb78d0984f0c0	26	-	1	True	2020-11-11 08:14:03.000000 UTC	N/A	Disabled
11420	740	ShellExperienc	0xb78d09daf080	17	-	1	False	2020-11-11 08:14:06.000000 UTC	N/A	Disabled
11540	740	RuntimeBroker.	0xb78d05a2a140	4	-	1	False	2020-11-11 08:14:07.000000 UTC	N/A	Disabled
11672	8908	Teams.exe	0xb78d09d29080	45	-	1	False	2020-11-11 08:14:07.000000 UTC	N/A	Disabled
11816	7464	googledrivesyn	0xb78d0a0f2080	1	-	1	False	2020-11-11 08:14:08.000000 UTC	N/A	Disabled
12020	7464	GoogleDriveFS.	0xb78d096820c0	2	-	1	False	2020-11-11 08:14:11.000000 UTC	N/A	Disabled
12040	12020	crashpad_handl	0xb78d0a4e20c0	6	-	1	False	2020-11-11 08:14:11.000000 UTC	N/A	Disabled
12204	11672	Teams.exe	0xb78d0973b0c0	13	-	1	False	2020-11-11 08:14:11.000000 UTC	N/A	Disabled
10512	11672	Teams.exe	0xb78d09aca0c0	0	-	1	False	2020-11-11 08:14:12.000000 UTC	2020-11-11 08:14:37.000000 UTC	Disabled
11972	11672	Teams.exe	0xb78d0a0cd0c0	16	-	1	False	2020-11-11 08:14:12.000000 UTC	N/A	Disabled
12756	7464	iCloudServices	0xb78d05aa4080	20	-	1	True	2020-11-11 08:14:14.000000 UTC	N/A	Disabled
13160	11672	Teams.exe	0xb78cf75b2080	21	-	1	False	2020-11-11 08:14:16.000000 UTC	N/A	Disabled
13224	740	APSDaemon.exe	0xb78cf7e16080	9	-	1	True	2020-11-11 08:14:16.000000 UTC	N/A	Disabled
13260	7464	iCloudDrive.ex	0xb78cfcfd9300	33	-	1	True	2020-11-11 08:14:16.000000 UTC	N/A	Disabled
12532	7464	iCloudPhotos.e	0xb78cf7fca080	34	-	1	True	2020-11-11 08:14:17.000000 UTC	N/A	Disabled
12888	7464	ApplePhotoStre	0xb78d0a470080	24	-	1	True	2020-11-11 08:14:20.000000 UTC	N/A	Disabled
1536	740	secd.exe	0xb78d09878080	11	-	1	True	2020-11-11 08:14:21.000000 UTC	N/A	Disabled
1152	7464	Slack.exe	0xb78cf9a70080	31	-	1	False	2020-11-11 08:14:22.000000 UTC	N/A	Disabled
5532	7464	chrome.exe	0xb78cf7f52300	0	-	1	False	2020-11-11 08:14:24.000000 UTC	2020-11-14 04:47:51.000000 UTC	Disabled
10136	740	Cortana.exe	0xb78cf80860c0	23	-	1	False	2020-11-11 08:14:24.000000 UTC	N/A	Disabled
13524	11672	Teams.exe	0xb78cf8c7e080	0	-	1	False	2020-11-11 08:14:26.000000 UTC	2020-11-11 08:14:39.000000 UTC	Disabled
14016	1152	Slack.exe	0xb78cf89a2080	11	-	1	False	2020-11-11 08:14:27.000000 UTC	N/A	Disabled
14284	740	RuntimeBroker.	0xb78cf77871c0	1	-	1	False	2020-11-11 08:14:29.000000 UTC	N/A	Disabled
14028	740	RuntimeBroker.	0xb78cf77b70c0	2	-	1	False	2020-11-11 08:14:29.000000 UTC	N/A	Disabled
12808	1152	Slack.exe	0xb78cf77c3080	11	-	1	False	2020-11-11 08:14:29.000000 UTC	N/A	Disabled
14720	11672	Teams.exe	0xb78cf807f080	14	-	1	False	2020-11-11 08:14:30.000000 UTC	N/A	Disabled
14912	828	svchost.exe	0xb78d0a14f080	13	-	1	False	2020-11-11 08:14:31.000000 UTC	N/A	Disabled
15052	1152	Slack.exe	0xb78d09121080	7	-	1	False	2020-11-11 08:14:31.000000 UTC	N/A	Disabled
15460	1152	Slack.exe	0xb78d09a88080	15	-	1	False	2020-11-11 08:14:32.000000 UTC	N/A	Disabled
15636	11672	Teams.exe	0xb78d0a474080	52	-	1	False	2020-11-11 08:14:33.000000 UTC	N/A	Disabled
16320	740	SpeechRuntime.	0xb78d0a4f5300	7	-	1	False	2020-11-11 08:14:38.000000 UTC	N/A	Disabled
15112	11672	Teams.exe	0xb78d0ab4d080	0	-	1	False	2020-11-11 08:14:38.000000 UTC	2020-11-11 08:14:46.000000 UTC	Disabled
16544	11672	Teams.exe	0xb78d0cfa60c0	0	-	1	False	2020-11-11 08:14:45.000000 UTC	2020-11-11 08:15:03.000000 UTC	Disabled
16864	828	svchost.exe	0xb78d0d0f2240	9	-	0	False	2020-11-11 08:14:47.000000 UTC	N/A	Disabled
17268	14028	Win32Bridge.Se	0xb78d0d249080	0	-	1	False	2020-11-11 08:14:49.000000 UTC	2020-11-11 08:14:53.000000 UTC	Disabled
15840	740	FileCoAuth.exe	0xb78d0d321080	5	-	1	True	2020-11-11 08:14:51.000000 UTC	N/A	Disabled
8432	11816	googledrivesyn	0xb78d0d2e1080	40	-	1	False	2020-11-11 08:14:53.000000 UTC	N/A	Disabled
14852	828	svchost.exe	0xb78d0a05f080	6	-	0	False	2020-11-11 08:15:05.000000 UTC	N/A	Disabled
18720	828	SgrmBroker.exe	0xb78d0dbc5080	7	-	0	False	2020-11-11 08:15:25.000000 UTC	N/A	Disabled
18600	828	SurfaceService	0xb78d0d2dc080	3	-	0	False	2020-11-11 08:15:32.000000 UTC	N/A	Disabled
15504	828	svchost.exe	0xb78d09c9c080	8	-	0	False	2020-11-11 08:15:32.000000 UTC	N/A	Disabled
18932	740	dllhost.exe	0xb78cf960d080	6	-	1	False	2020-11-11 08:16:01.000000 UTC	N/A	Disabled
9236	740	ApplicationFra	0xb78d0dea5340	5	-	1	False	2020-11-11 08:17:04.000000 UTC	N/A	Disabled
1004	828	svchost.exe	0xb78d0dbd5080	0	-	0	False	2020-11-11 08:18:17.000000 UTC	2020-11-11 08:18:23.000000 UTC	Disabled
16408	740	HxTsr.exe	0xb78d0db43080	0	-	1	False	2020-11-11 08:18:40.000000 UTC	2020-11-11 08:18:44.000000 UTC	Disabled
4384	828	svchost.exe	0xb78d0d103080	5	-	0	False	2020-11-11 08:24:10.000000 UTC	N/A	Disabled
7400	11672	Teams.exe	0xb78d0ad95340	0	-	1	False	2020-11-11 08:29:18.000000 UTC	2020-11-11 08:31:18.000000 UTC	Disabled
9312	11672	Teams.exe	0xb78d0dcd4080	0	-	1	False	2020-11-11 08:31:18.000000 UTC	2020-11-11 08:35:18.000000 UTC	Disabled
16332	11672	Teams.exe	0xb78d05a1c080	0	-	1	False	2020-11-11 08:35:18.000000 UTC	2020-11-11 08:37:18.000000 UTC	Disabled
18280	11672	Teams.exe	0xb78cf8cbe300	0	-	1	False	2020-11-11 08:37:18.000000 UTC	2020-11-11 08:41:19.000000 UTC	Disabled
18008	11672	Teams.exe	0xb78d0ce18080	0	-	1	False	2020-11-11 08:41:19.000000 UTC	2020-11-11 08:47:19.000000 UTC	Disabled
12332	740	Video.UI.exe	0xb78cff2eb080	23	-	1	False	2020-11-11 08:43:41.000000 UTC	N/A	Disabled
3980	740	RuntimeBroker.	0xb78cfcebb080	1	-	1	False	2020-11-11 08:43:42.000000 UTC	N/A	Disabled
10580	11672	Teams.exe	0xb78d0df5e080	0	-	1	False	2020-11-11 08:47:19.000000 UTC	2020-11-11 08:49:19.000000 UTC	Disabled
16328	11672	Teams.exe	0xb78d0d380340	0	-	1	False	2020-11-11 08:49:20.000000 UTC	2020-11-11 08:53:20.000000 UTC	Disabled
14752	11672	Teams.exe	0xb78d0d6b9080	0	-	1	False	2020-11-11 08:53:20.000000 UTC	2020-11-11 08:56:20.000000 UTC	Disabled
7156	11672	Teams.exe	0xb78d0db3e080	0	-	1	False	2020-11-11 08:56:25.000000 UTC	2020-11-11 08:58:25.000000 UTC	Disabled
2024	11672	Teams.exe	0xb78cfcf5f240	0	-	1	False	2020-11-11 08:58:25.000000 UTC	2020-11-11 09:02:25.000000 UTC	Disabled
14448	11672	Teams.exe	0xb78d05c20080	0	-	1	False	2020-11-11 09:02:25.000000 UTC	2020-11-11 09:04:25.000000 UTC	Disabled
13996	11672	Teams.exe	0xb78d095240c0	0	-	1	False	2020-11-11 09:04:26.000000 UTC	2020-11-11 09:06:26.000000 UTC	Disabled
4928	11672	Teams.exe	0xb78d0d5f2080	0	-	1	False	2020-11-11 09:06:26.000000 UTC	2020-11-11 09:10:26.000000 UTC	Disabled
4204	11672	Teams.exe	0xb78d0d8e1080	0	-	1	False	2020-11-11 09:10:26.000000 UTC	2020-11-11 09:12:26.000000 UTC	Disabled
9060	11672	Teams.exe	0xb78d0aacc080	0	-	1	False	2020-11-11 09:12:26.000000 UTC	2020-11-11 09:18:26.000000 UTC	Disabled
18596	11672	Teams.exe	0xb78d003b0080	0	-	1	False	2020-11-11 09:18:27.000000 UTC	2020-11-11 09:20:27.000000 UTC	Disabled
17376	11672	Teams.exe	0xb78d09a7c080	0	-	1	False	2020-11-11 09:20:27.000000 UTC	2020-11-11 09:22:27.000000 UTC	Disabled
13500	11672	Teams.exe	0xb78d05959080	0	-	1	False	2020-11-11 09:22:27.000000 UTC	2020-11-11 09:28:27.000000 UTC	Disabled
4480	11672	Teams.exe	0xb78d0add2080	0	-	1	False	2020-11-11 09:28:28.000000 UTC	2020-11-11 09:36:28.000000 UTC	Disabled
5608	11672	Teams.exe	0xb78cf90c2080	0	-	1	False	2020-11-11 09:36:28.000000 UTC	2020-11-11 09:42:28.000000 UTC	Disabled
17484	11672	Teams.exe	0xb78d0db3f080	0	-	1	False	2020-11-11 09:42:29.000000 UTC	2020-11-11 09:52:29.000000 UTC	Disabled
19124	11672	Teams.exe	0xb78d09985080	0	-	1	False	2020-11-11 09:52:29.000000 UTC	2020-11-11 09:58:29.000000 UTC	Disabled
4004	11672	Teams.exe	0xb78d0d35f340	0	-	1	False	2020-11-11 09:58:30.000000 UTC	2020-11-11 10:06:30.000000 UTC	Disabled
2396	11672	Teams.exe	0xb78cf9a69080	0	-	1	False	2020-11-11 10:06:30.000000 UTC	2020-11-11 10:10:30.000000 UTC	Disabled
7748	11672	Teams.exe	0xb78d0d36e340	0	-	1	False	2020-11-11 10:10:31.000000 UTC	2020-11-11 10:18:31.000000 UTC	Disabled
6944	11672	Teams.exe	0xb78d0d335340	0	-	1	False	2020-11-11 10:14:23.000000 UTC	2020-11-11 10:14:23.000000 UTC	Disabled
18916	11672	Teams.exe	0xb78d0d294340	0	-	1	False	2020-11-11 10:18:31.000000 UTC	2020-11-11 10:22:31.000000 UTC	Disabled
12004	11672	Teams.exe	0xb78d0adea080	0	-	1	False	2020-11-11 10:22:32.000000 UTC	2020-11-11 10:40:32.000000 UTC	Disabled
10832	11672	Teams.exe	0xb78d0d2e4340	0	-	1	False	2020-11-11 10:40:33.000000 UTC	2020-11-11 10:42:33.000000 UTC	Disabled
15156	11672	Teams.exe	0xb78cf8dd7300	0	-	1	False	2020-11-11 10:42:33.000000 UTC	2020-11-11 10:48:33.000000 UTC	Disabled
1680	11672	Teams.exe	0xb78cf76a4300	0	-	1	False	2020-11-11 10:48:33.000000 UTC	2020-11-11 10:58:33.000000 UTC	Disabled
4784	11672	Teams.exe	0xb78cf9b35300	0	-	1	False	2020-11-11 10:58:34.000000 UTC	2020-11-11 11:06:34.000000 UTC	Disabled
17612	11672	Teams.exe	0xb78d0dcbb300	0	-	1	False	2020-11-11 11:06:35.000000 UTC	2020-11-11 11:10:35.000000 UTC	Disabled
9660	11672	Teams.exe	0xb78d0a514300	0	-	1	False	2020-11-11 11:10:35.000000 UTC	2020-11-11 11:12:35.000000 UTC	Disabled
18212	11672	Teams.exe	0xb78d0ab4f300	0	-	1	False	2020-11-11 11:12:35.000000 UTC	2020-11-11 11:18:35.000000 UTC	Disabled
11800	11672	Teams.exe	0xb78d0a52c300	0	-	1	False	2020-11-11 11:18:36.000000 UTC	2020-11-11 11:22:36.000000 UTC	Disabled
6192	11672	Teams.exe	0xb78d0daf0300	0	-	1	False	2020-11-11 11:22:36.000000 UTC	2020-11-11 11:36:36.000000 UTC	Disabled
12340	740	HxTsr.exe	0xb78d0a502300	0	-	1	False	2020-11-11 11:33:07.000000 UTC	2020-11-11 11:33:09.000000 UTC	Disabled
16032	11672	Teams.exe	0xb78d0e7e6300	0	-	1	False	2020-11-11 11:36:37.000000 UTC	2020-11-11 11:42:37.000000 UTC	Disabled
17424	11672	Teams.exe	0xb78d09f93300	0	-	1	False	2020-11-11 11:42:37.000000 UTC	2020-11-11 11:52:38.000000 UTC	Disabled
